pair_id,race,age,gender,image_A_index,image_B_index,image_A_age,image_A_gender,image_B_age,image_B_gender,baseline_distance,baseline_is_false_accept,distance_threshold
Latino_Hispanic_000031,Latino_Hispanic,3-9,Female,324,4259,3-9,Female,3-9,Female,1.335208,False,1.0
Latino_Hispanic_000032,Latino_Hispanic,3-9,Female,324,3108,3-9,Female,3-9,Female,1.4667349,False,1.0
Latino_Hispanic_000033,Latino_Hispanic,3-9,Female,324,8187,3-9,Female,3-9,Female,1.6568933,False,1.0
Latino_Hispanic_000034,Latino_Hispanic,3-9,Female,1906,4259,3-9,Female,3-9,Female,0.9875219,True,1.0
Latino_Hispanic_000035,Latino_Hispanic,3-9,Female,1906,3108,3-9,Female,3-9,Female,0.99400735,True,1.0
Latino_Hispanic_000036,Latino_Hispanic,3-9,Female,1906,8187,3-9,Female,3-9,Female,1.233118,False,1.0
Latino_Hispanic_000037,Latino_Hispanic,3-9,Female,4259,3108,3-9,Female,3-9,Female,1.2887259,False,1.0
Latino_Hispanic_000038,Latino_Hispanic,3-9,Female,4259,8187,3-9,Female,3-9,Female,1.0373743,False,1.0
Latino_Hispanic_000039,Latino_Hispanic,3-9,Female,3108,8187,3-9,Female,3-9,Female,1.4530404,False,1.0
Latino_Hispanic_000040,Latino_Hispanic,10-19,Male,3890,924,10-19,Male,10-19,Male,1.3417962,False,1.0
Latino_Hispanic_000041,Latino_Hispanic,10-19,Male,3890,1647,10-19,Male,10-19,Male,1.471044,False,1.0
Latino_Hispanic_000042,Latino_Hispanic,10-19,Male,3890,8786,10-19,Male,10-19,Male,1.4282556,False,1.0
Latino_Hispanic_000043,Latino_Hispanic,10-19,Male,3890,6392,10-19,Male,10-19,Male,1.7257649,False,1.0
Latino_Hispanic_000044,Latino_Hispanic,10-19,Male,924,1647,10-19,Male,10-19,Male,1.5060889,False,1.0
Latino_Hispanic_000045,Latino_Hispanic,10-19,Male,924,8786,10-19,Male,10-19,Male,1.7945639,False,1.0
Latino_Hispanic_000046,Latino_Hispanic,10-19,Male,924,6392,10-19,Male,10-19,Male,1.2408502,False,1.0
Latino_Hispanic_000047,Latino_Hispanic,10-19,Male,1647,8786,10-19,Male,10-19,Male,2.1331844,False,1.0
Latino_Hispanic_000048,Latino_Hispanic,10-19,Male,1647,6392,10-19,Male,10-19,Male,1.5753843,False,1.0
Latino_Hispanic_000049,Latino_Hispanic,10-19,Male,8786,6392,10-19,Male,10-19,Male,1.1748072,False,1.0
Latino_Hispanic_000050,Latino_Hispanic,10-19,Female,3989,8697,10-19,Female,10-19,Female,1.9008406,False,1.0
Latino_Hispanic_000051,Latino_Hispanic,10-19,Female,3989,9136,10-19,Female,10-19,Female,2.107973,False,1.0
Latino_Hispanic_000052,Latino_Hispanic,10-19,Female,3989,3746,10-19,Female,10-19,Female,2.0354924,False,1.0
Latino_Hispanic_000053,Latino_Hispanic,10-19,Female,3989,5183,10-19,Female,10-19,Female,1.2985102,False,1.0
Latino_Hispanic_000054,Latino_Hispanic,10-19,Female,8697,9136,10-19,Female,10-19,Female,1.0898242,False,1.0
Latino_Hispanic_000055,Latino_Hispanic,10-19,Female,8697,3746,10-19,Female,10-19,Female,1.40655,False,1.0
Latino_Hispanic_000056,Latino_Hispanic,10-19,Female,8697,5183,10-19,Female,10-19,Female,1.2896936,False,1.0
Latino_Hispanic_000057,Latino_Hispanic,10-19,Female,9136,3746,10-19,Female,10-19,Female,1.7074525,False,1.0
Latino_Hispanic_000058,Latino_Hispanic,10-19,Female,9136,5183,10-19,Female,10-19,Female,1.158742,False,1.0
Latino_Hispanic_000059,Latino_Hispanic,10-19,Female,3746,5183,10-19,Female,10-19,Female,1.6432309,False,1.0
Latino_Hispanic_000060,Latino_Hispanic,20-29,Male,9110,7344,20-29,Male,20-29,Male,1.3271816,False,1.0
Latino_Hispanic_000061,Latino_Hispanic,20-29,Male,9110,2020,20-29,Male,20-29,Male,1.3447154,False,1.0
Latino_Hispanic_000062,Latino_Hispanic,20-29,Male,9110,5845,20-29,Male,20-29,Male,1.5900607,False,1.0
Latino_Hispanic_000063,Latino_Hispanic,20-29,Male,9110,8390,20-29,Male,20-29,Male,2.2123284,False,1.0
Latino_Hispanic_000064,Latino_Hispanic,20-29,Male,7344,2020,20-29,Male,20-29,Male,1.1225576,False,1.0
Latino_Hispanic_000065,Latino_Hispanic,20-29,Male,7344,5845,20-29,Male,20-29,Male,1.4768844,False,1.0
Latino_Hispanic_000066,Latino_Hispanic,20-29,Male,7344,8390,20-29,Male,20-29,Male,1.6954244,False,1.0
Latino_Hispanic_000067,Latino_Hispanic,20-29,Male,2020,5845,20-29,Male,20-29,Male,1.6416429,False,1.0
Latino_Hispanic_000068,Latino_Hispanic,20-29,Male,2020,8390,20-29,Male,20-29,Male,1.9400878,False,1.0
Latino_Hispanic_000069,Latino_Hispanic,20-29,Male,5845,8390,20-29,Male,20-29,Male,1.1726856,False,1.0
Latino_Hispanic_000070,Latino_Hispanic,20-29,Female,1676,2492,20-29,Female,20-29,Female,1.0885198,False,1.0
Latino_Hispanic_000071,Latino_Hispanic,20-29,Female,1676,544,20-29,Female,20-29,Female,2.076172,False,1.0
Latino_Hispanic_000072,Latino_Hispanic,20-29,Female,1676,7302,20-29,Female,20-29,Female,1.2503111,False,1.0
Latino_Hispanic_000073,Latino_Hispanic,20-29,Female,1676,4517,20-29,Female,20-29,Female,1.2062733,False,1.0
Latino_Hispanic_000074,Latino_Hispanic,20-29,Female,2492,544,20-29,Female,20-29,Female,1.6075952,False,1.0
Latino_Hispanic_000075,Latino_Hispanic,20-29,Female,2492,7302,20-29,Female,20-29,Female,1.4026859,False,1.0
Latino_Hispanic_000076,Latino_Hispanic,20-29,Female,2492,4517,20-29,Female,20-29,Female,1.1302943,False,1.0
Latino_Hispanic_000077,Latino_Hispanic,20-29,Female,544,7302,20-29,Female,20-29,Female,1.6463456,False,1.0
Latino_Hispanic_000078,Latino_Hispanic,20-29,Female,544,4517,20-29,Female,20-29,Female,1.2057955,False,1.0
Latino_Hispanic_000079,Latino_Hispanic,20-29,Female,7302,4517,20-29,Female,20-29,Female,1.3026,False,1.0
Latino_Hispanic_000080,Latino_Hispanic,30-39,Male,5,8745,30-39,Male,30-39,Male,1.490978,False,1.0
Latino_Hispanic_000081,Latino_Hispanic,30-39,Male,5,8842,30-39,Male,30-39,Male,1.9118557,False,1.0
Latino_Hispanic_000082,Latino_Hispanic,30-39,Male,5,10890,30-39,Male,30-39,Male,1.2197843,False,1.0
Latino_Hispanic_000083,Latino_Hispanic,30-39,Male,5,3929,30-39,Male,30-39,Male,1.8866756,False,1.0
Latino_Hispanic_000084,Latino_Hispanic,30-39,Male,8745,8842,30-39,Male,30-39,Male,2.2502778,False,1.0
Latino_Hispanic_000085,Latino_Hispanic,30-39,Male,8745,10890,30-39,Male,30-39,Male,1.765115,False,1.0
Latino_Hispanic_000086,Latino_Hispanic,30-39,Male,8745,3929,30-39,Male,30-39,Male,2.4227262,False,1.0
Latino_Hispanic_000087,Latino_Hispanic,30-39,Male,8842,10890,30-39,Male,30-39,Male,1.5894461,False,1.0
Latino_Hispanic_000088,Latino_Hispanic,30-39,Male,8842,3929,30-39,Male,30-39,Male,1.3090891,False,1.0
Latino_Hispanic_000089,Latino_Hispanic,30-39,Male,10890,3929,30-39,Male,30-39,Male,1.8147902,False,1.0
Latino_Hispanic_000090,Latino_Hispanic,30-39,Female,5594,6897,30-39,Female,30-39,Female,1.4456273,False,1.0
Latino_Hispanic_000091,Latino_Hispanic,30-39,Female,5594,1064,30-39,Female,30-39,Female,1.8657756,False,1.0
Latino_Hispanic_000092,Latino_Hispanic,30-39,Female,5594,5078,30-39,Female,30-39,Female,1.9847574,False,1.0
Latino_Hispanic_000093,Latino_Hispanic,30-39,Female,5594,10539,30-39,Female,30-39,Female,1.8470315,False,1.0
Latino_Hispanic_000094,Latino_Hispanic,30-39,Female,6897,1064,30-39,Female,30-39,Female,2.0408216,False,1.0
Latino_Hispanic_000095,Latino_Hispanic,30-39,Female,6897,5078,30-39,Female,30-39,Female,2.017406,False,1.0
Latino_Hispanic_000096,Latino_Hispanic,30-39,Female,6897,10539,30-39,Female,30-39,Female,1.6428533,False,1.0
Latino_Hispanic_000097,Latino_Hispanic,30-39,Female,1064,5078,30-39,Female,30-39,Female,1.8103085,False,1.0
Latino_Hispanic_000098,Latino_Hispanic,30-39,Female,1064,10539,30-39,Female,30-39,Female,1.1298525,False,1.0
Latino_Hispanic_000099,Latino_Hispanic,30-39,Female,5078,10539,30-39,Female,30-39,Female,1.9147754,False,1.0
Latino_Hispanic_000100,Latino_Hispanic,40-49,Male,7080,2186,40-49,Male,40-49,Male,1.6750338,False,1.0
Latino_Hispanic_000101,Latino_Hispanic,40-49,Male,7080,6676,40-49,Male,40-49,Male,1.4882421,False,1.0
Latino_Hispanic_000102,Latino_Hispanic,40-49,Male,7080,10062,40-49,Male,40-49,Male,1.3257557,False,1.0
Latino_Hispanic_000103,Latino_Hispanic,40-49,Male,7080,7047,40-49,Male,40-49,Male,1.5129766,False,1.0
Latino_Hispanic_000104,Latino_Hispanic,40-49,Male,2186,6676,40-49,Male,40-49,Male,1.792982,False,1.0
Latino_Hispanic_000105,Latino_Hispanic,40-49,Male,2186,10062,40-49,Male,40-49,Male,1.4407153,False,1.0
Latino_Hispanic_000106,Latino_Hispanic,40-49,Male,2186,7047,40-49,Male,40-49,Male,1.5797902,False,1.0
Latino_Hispanic_000107,Latino_Hispanic,40-49,Male,6676,10062,40-49,Male,40-49,Male,1.4507403,False,1.0
Latino_Hispanic_000108,Latino_Hispanic,40-49,Male,6676,7047,40-49,Male,40-49,Male,1.5557625,False,1.0
Latino_Hispanic_000109,Latino_Hispanic,40-49,Male,10062,7047,40-49,Male,40-49,Male,1.4839854,False,1.0
Latino_Hispanic_000110,Latino_Hispanic,40-49,Female,8521,4973,40-49,Female,40-49,Female,1.516102,False,1.0
Latino_Hispanic_000111,Latino_Hispanic,40-49,Female,8521,3767,40-49,Female,40-49,Female,1.6828276,False,1.0
Latino_Hispanic_000112,Latino_Hispanic,40-49,Female,8521,4924,40-49,Female,40-49,Female,1.1829174,False,1.0
Latino_Hispanic_000113,Latino_Hispanic,40-49,Female,8521,8768,40-49,Female,40-49,Female,1.2032081,False,1.0
Latino_Hispanic_000114,Latino_Hispanic,40-49,Female,4973,3767,40-49,Female,40-49,Female,1.883132,False,1.0
Latino_Hispanic_000115,Latino_Hispanic,40-49,Female,4973,4924,40-49,Female,40-49,Female,0.900481,True,1.0
Latino_Hispanic_000116,Latino_Hispanic,40-49,Female,4973,8768,40-49,Female,40-49,Female,0.7142625,True,1.0
Latino_Hispanic_000117,Latino_Hispanic,40-49,Female,3767,4924,40-49,Female,40-49,Female,1.4776106,False,1.0
Latino_Hispanic_000118,Latino_Hispanic,40-49,Female,3767,8768,40-49,Female,40-49,Female,1.8685883,False,1.0
Latino_Hispanic_000119,Latino_Hispanic,40-49,Female,4924,8768,40-49,Female,40-49,Female,0.71249396,True,1.0
Latino_Hispanic_000120,Latino_Hispanic,50-59,Male,6570,10445,50-59,Male,50-59,Male,1.7436967,False,1.0
Latino_Hispanic_000121,Latino_Hispanic,50-59,Male,6570,3500,50-59,Male,50-59,Male,2.2797275,False,1.0
Latino_Hispanic_000122,Latino_Hispanic,50-59,Male,6570,4767,50-59,Male,50-59,Male,1.8249218,False,1.0
Latino_Hispanic_000123,Latino_Hispanic,50-59,Male,6570,8208,50-59,Male,50-59,Male,2.1468782,False,1.0
Latino_Hispanic_000124,Latino_Hispanic,50-59,Male,10445,3500,50-59,Male,50-59,Male,1.9649898,False,1.0
Latino_Hispanic_000125,Latino_Hispanic,50-59,Male,10445,4767,50-59,Male,50-59,Male,1.3421853,False,1.0
Latino_Hispanic_000126,Latino_Hispanic,50-59,Male,10445,8208,50-59,Male,50-59,Male,1.5574663,False,1.0
Latino_Hispanic_000127,Latino_Hispanic,50-59,Male,3500,4767,50-59,Male,50-59,Male,1.7076126,False,1.0
Latino_Hispanic_000128,Latino_Hispanic,50-59,Male,3500,8208,50-59,Male,50-59,Male,1.4750648,False,1.0
Latino_Hispanic_000129,Latino_Hispanic,50-59,Male,4767,8208,50-59,Male,50-59,Male,1.255464,False,1.0
Latino_Hispanic_000130,Latino_Hispanic,50-59,Female,9053,5714,50-59,Female,50-59,Female,1.3422239,False,1.0
Latino_Hispanic_000131,Latino_Hispanic,50-59,Female,9053,9540,50-59,Female,50-59,Female,1.0699699,False,1.0
Latino_Hispanic_000132,Latino_Hispanic,50-59,Female,9053,10091,50-59,Female,50-59,Female,1.460794,False,1.0
Latino_Hispanic_000133,Latino_Hispanic,50-59,Female,9053,2393,50-59,Female,50-59,Female,0.9531857,True,1.0
Latino_Hispanic_000134,Latino_Hispanic,50-59,Female,5714,9540,50-59,Female,50-59,Female,1.9412282,False,1.0
Latino_Hispanic_000135,Latino_Hispanic,50-59,Female,5714,10091,50-59,Female,50-59,Female,1.7772396,False,1.0
Latino_Hispanic_000136,Latino_Hispanic,50-59,Female,5714,2393,50-59,Female,50-59,Female,2.017911,False,1.0
Latino_Hispanic_000137,Latino_Hispanic,50-59,Female,9540,10091,50-59,Female,50-59,Female,1.1784599,False,1.0
Latino_Hispanic_000138,Latino_Hispanic,50-59,Female,9540,2393,50-59,Female,50-59,Female,1.717629,False,1.0
Latino_Hispanic_000139,Latino_Hispanic,50-59,Female,10091,2393,50-59,Female,50-59,Female,1.8598626,False,1.0
Latino_Hispanic_000140,Latino_Hispanic,60-69,Male,7950,7731,60-69,Male,60-69,Male,1.7913558,False,1.0
Latino_Hispanic_000141,Latino_Hispanic,60-69,Male,7950,3207,60-69,Male,60-69,Male,1.4436378,False,1.0
Latino_Hispanic_000142,Latino_Hispanic,60-69,Male,7950,5485,60-69,Male,60-69,Male,1.6082444,False,1.0
Latino_Hispanic_000143,Latino_Hispanic,60-69,Male,7950,7485,60-69,Male,60-69,Male,1.5845194,False,1.0
Latino_Hispanic_000144,Latino_Hispanic,60-69,Male,7731,3207,60-69,Male,60-69,Male,1.7453119,False,1.0
Latino_Hispanic_000145,Latino_Hispanic,60-69,Male,7731,5485,60-69,Male,60-69,Male,1.290488,False,1.0
Latino_Hispanic_000146,Latino_Hispanic,60-69,Male,7731,7485,60-69,Male,60-69,Male,1.7272136,False,1.0
Latino_Hispanic_000147,Latino_Hispanic,60-69,Male,3207,5485,60-69,Male,60-69,Male,1.6109132,False,1.0
Latino_Hispanic_000148,Latino_Hispanic,60-69,Male,3207,7485,60-69,Male,60-69,Male,2.2680025,False,1.0
Latino_Hispanic_000149,Latino_Hispanic,60-69,Male,5485,7485,60-69,Male,60-69,Male,1.4956127,False,1.0
Latino_Hispanic_000150,Latino_Hispanic,60-69,Female,1560,5883,60-69,Female,60-69,Female,1.0297136,False,1.0
Latino_Hispanic_000151,Latino_Hispanic,60-69,Female,1560,3786,60-69,Female,60-69,Female,1.2700602,False,1.0
Latino_Hispanic_000152,Latino_Hispanic,60-69,Female,1560,2570,60-69,Female,60-69,Female,1.370352,False,1.0
Latino_Hispanic_000153,Latino_Hispanic,60-69,Female,1560,4221,60-69,Female,60-69,Female,1.3503972,False,1.0
Latino_Hispanic_000154,Latino_Hispanic,60-69,Female,5883,3786,60-69,Female,60-69,Female,1.5459231,False,1.0
Latino_Hispanic_000155,Latino_Hispanic,60-69,Female,5883,2570,60-69,Female,60-69,Female,1.384887,False,1.0
Latino_Hispanic_000156,Latino_Hispanic,60-69,Female,5883,4221,60-69,Female,60-69,Female,1.2109923,False,1.0
Latino_Hispanic_000157,Latino_Hispanic,60-69,Female,3786,2570,60-69,Female,60-69,Female,1.3650436,False,1.0
Latino_Hispanic_000158,Latino_Hispanic,60-69,Female,3786,4221,60-69,Female,60-69,Female,1.5477996,False,1.0
Latino_Hispanic_000159,Latino_Hispanic,60-69,Female,2570,4221,60-69,Female,60-69,Female,1.5781856,False,1.0
Latino_Hispanic_000160,Latino_Hispanic,70+,Female,5909,7405,70+,Female,70+,Female,1.309854,False,1.0
Latino_Hispanic_000161,Latino_Hispanic,70+,Female,5909,10479,70+,Female,70+,Female,1.3075522,False,1.0
Latino_Hispanic_000162,Latino_Hispanic,70+,Female,7405,10479,70+,Female,70+,Female,1.2221705,False,1.0
