pair_id,race,age,gender,image_A_index,image_B_index,image_A_age,image_A_gender,image_B_age,image_B_gender,baseline_distance,baseline_is_false_accept,distance_threshold
Middle_Eastern_000148,Middle_Eastern,60-69,Female,2335,3415,60-69,Female,60-69,Female,1.618568,False,1.0
Middle_Eastern_000149,Middle_Eastern,60-69,Female,2335,371,60-69,Female,60-69,Female,1.8181686,False,1.0
Middle_Eastern_000150,Middle_Eastern,60-69,Female,3415,371,60-69,Female,60-69,Female,1.3541418,False,1.0
Middle_Eastern_000151,Middle_Eastern,70+,Male,666,6708,70+,Male,70+,Male,1.8681171,False,1.0
Middle_Eastern_000152,Middle_Eastern,70+,Male,666,70,70+,Male,70+,Male,1.2280055,False,1.0
Middle_Eastern_000153,Middle_Eastern,70+,Male,666,8402,70+,Male,70+,Male,1.8400557,False,1.0
Middle_Eastern_000154,Middle_Eastern,70+,Male,666,2360,70+,Male,70+,Male,1.4810961,False,1.0
Middle_Eastern_000155,Middle_Eastern,70+,Male,6708,70,70+,Male,70+,Male,1.2963011,False,1.0
Middle_Eastern_000156,Middle_Eastern,70+,Male,6708,8402,70+,Male,70+,Male,2.1708226,False,1.0
Middle_Eastern_000157,Middle_Eastern,70+,Male,6708,2360,70+,Male,70+,Male,1.356145,False,1.0
Middle_Eastern_000158,Middle_Eastern,70+,Male,70,8402,70+,Male,70+,Male,1.6501656,False,1.0
Middle_Eastern_000159,Middle_Eastern,70+,Male,70,2360,70+,Male,70+,Male,0.94759583,True,1.0
Middle_Eastern_000160,Middle_Eastern,70+,Male,8402,2360,70+,Male,70+,Male,1.8969297,False,1.0
Middle_Eastern_000161,Middle_Eastern,70+,Female,5300,4048,70+,Female,70+,Female,1.1578581,False,1.0
Middle_Eastern_000162,Middle_Eastern,70+,Female,5300,10788,70+,Female,70+,Female,1.1284411,False,1.0
Middle_Eastern_000163,Middle_Eastern,70+,Female,5300,4124,70+,Female,70+,Female,1.0014384,False,1.0
Middle_Eastern_000164,Middle_Eastern,70+,Female,5300,6043,70+,Female,70+,Female,1.3039331,False,1.0
Middle_Eastern_000165,Middle_Eastern,70+,Female,4048,10788,70+,Female,70+,Female,1.3758255,False,1.0
Middle_Eastern_000166,Middle_Eastern,70+,Female,4048,4124,70+,Female,70+,Female,1.6915812,False,1.0
Middle_Eastern_000167,Middle_Eastern,70+,Female,4048,6043,70+,Female,70+,Female,1.3274506,False,1.0
Middle_Eastern_000168,Middle_Eastern,70+,Female,10788,4124,70+,Female,70+,Female,0.9795011,True,1.0
Middle_Eastern_000169,Middle_Eastern,70+,Female,10788,6043,70+,Female,70+,Female,1.6815319,False,1.0
Middle_Eastern_000170,Middle_Eastern,70+,Female,4124,6043,70+,Female,70+,Female,1.733947,False,1.0
