race,index,age,gender,false_accepts,total_pairs,fsr,distance_threshold
East_Asian,3296,50-59,Male,1,4,0.25,1.0
East_Asian,1263,50-59,Male,1,4,0.25,1.0
East_Asian,6372,50-59,Male,0,4,0.0,1.0
East_Asian,4641,50-59,Male,1,4,0.25,1.0
East_Asian,7049,50-59,Male,1,4,0.25,1.0
East_Asian,10921,50-59,Female,1,4,0.25,1.0
East_Asian,6073,50-59,Female,2,4,0.5,1.0
East_Asian,2596,50-59,Female,1,4,0.25,1.0
East_Asian,10677,50-59,Female,0,4,0.0,1.0
East_Asian,9651,50-59,Female,2,4,0.5,1.0
East_Asian,4708,60-69,Male,2,4,0.5,1.0
East_Asian,4971,60-69,Male,1,4,0.25,1.0
East_Asian,1601,60-69,Male,2,4,0.5,1.0
East_Asian,5461,60-69,Male,1,4,0.25,1.0
East_Asian,5476,60-69,Male,2,4,0.5,1.0
East_Asian,2475,60-69,Female,4,4,1.0,1.0
East_Asian,6456,60-69,Female,3,4,0.75,1.0
East_Asian,3105,60-69,Female,4,4,1.0,1.0
East_Asian,9791,60-69,Female,3,4,0.75,1.0
East_Asian,6271,60-69,Female,4,4,1.0,1.0
East_Asian,1749,70+,Male,1,4,0.25,1.0
East_Asian,617,70+,Male,3,4,0.75,1.0
East_Asian,7808,70+,Male,3,4,0.75,1.0
East_Asian,298,70+,Male,3,4,0.75,1.0
East_Asian,9191,70+,Male,2,4,0.5,1.0
East_Asian,3603,70+,Female,3,4,0.75,1.0
East_Asian,10,70+,Female,3,4,0.75,1.0
East_Asian,1146,70+,Female,0,4,0.0,1.0
East_Asian,6508,70+,Female,3,4,0.75,1.0
East_Asian,5337,70+,Female,3,4,0.75,1.0
Indian,8882,0-2,Male,4,4,1.0,1.0
Indian,4897,0-2,Male,4,4,1.0,1.0
Indian,484,0-2,Male,4,4,1.0,1.0
Indian,2146,0-2,Male,4,4,1.0,1.0
Indian,9077,0-2,Male,4,4,1.0,1.0
Indian,7479,0-2,Female,4,4,1.0,1.0
Indian,5328,0-2,Female,4,4,1.0,1.0
Indian,9270,0-2,Female,4,4,1.0,1.0
Indian,9074,0-2,Female,4,4,1.0,1.0
Indian,8290,0-2,Female,4,4,1.0,1.0
Indian,9204,3-9,Male,2,4,0.5,1.0
Indian,6916,3-9,Male,0,4,0.0,1.0
Indian,2201,3-9,Male,2,4,0.5,1.0
Indian,4078,3-9,Male,1,4,0.25,1.0
Indian,2029,3-9,Male,1,4,0.25,1.0
Indian,4216,3-9,Female,0,4,0.0,1.0
Indian,8816,3-9,Female,1,4,0.25,1.0
Indian,8730,3-9,Female,2,4,0.5,1.0
Indian,4361,3-9,Female,1,4,0.25,1.0
Indian,9202,3-9,Female,0,4,0.0,1.0
Indian,7640,10-19,Male,1,4,0.25,1.0
Indian,10222,10-19,Male,1,4,0.25,1.0
Indian,7413,10-19,Male,1,4,0.25,1.0
Indian,7162,10-19,Male,0,4,0.0,1.0
Indian,4343,10-19,Male,1,4,0.25,1.0
Indian,2644,10-19,Female,1,4,0.25,1.0
Indian,6368,10-19,Female,0,4,0.0,1.0
Indian,6220,10-19,Female,1,4,0.25,1.0
Indian,2151,10-19,Female,1,4,0.25,1.0
Indian,9318,10-19,Female,1,4,0.25,1.0
Indian,765,20-29,Male,0,4,0.0,1.0
Indian,1298,20-29,Male,0,4,0.0,1.0
Indian,1869,20-29,Male,0,4,0.0,1.0
Indian,10558,20-29,Male,0,4,0.0,1.0
Indian,1887,20-29,Male,0,4,0.0,1.0
Indian,9969,20-29,Female,0,4,0.0,1.0
Indian,8693,20-29,Female,0,4,0.0,1.0
Indian,5325,20-29,Female,0,4,0.0,1.0
Indian,7482,20-29,Female,0,4,0.0,1.0
Indian,1091,20-29,Female,0,4,0.0,1.0
Indian,6284,30-39,Male,0,4,0.0,1.0
Indian,6268,30-39,Male,0,4,0.0,1.0
Indian,9174,30-39,Male,0,4,0.0,1.0
Indian,7342,30-39,Male,0,4,0.0,1.0
Indian,8217,30-39,Male,0,4,0.0,1.0
Indian,5131,30-39,Female,0,4,0.0,1.0
Indian,10278,30-39,Female,0,4,0.0,1.0
Indian,117,30-39,Female,0,4,0.0,1.0
Indian,2089,30-39,Female,1,4,0.25,1.0
Indian,9964,30-39,Female,1,4,0.25,1.0
Indian,9418,40-49,Male,0,4,0.0,1.0
Indian,3143,40-49,Male,0,4,0.0,1.0
Indian,9940,40-49,Male,0,4,0.0,1.0
Indian,7897,40-49,Male,0,4,0.0,1.0
Indian,3947,40-49,Male,0,4,0.0,1.0
Indian,1965,40-49,Female,1,4,0.25,1.0
Indian,4203,40-49,Female,1,4,0.25,1.0
Indian,6533,40-49,Female,0,4,0.0,1.0
Indian,3015,40-49,Female,1,4,0.25,1.0
Indian,7177,40-49,Female,1,4,0.25,1.0
Indian,210,50-59,Male,1,4,0.25,1.0
Indian,5959,50-59,Male,1,4,0.25,1.0
Indian,10096,50-59,Male,0,4,0.0,1.0
Indian,3459,50-59,Male,0,4,0.0,1.0
Indian,2025,50-59,Male,0,4,0.0,1.0
Indian,10098,50-59,Female,2,4,0.5,1.0
Indian,7463,50-59,Female,1,4,0.25,1.0
Indian,4389,50-59,Female,1,4,0.25,1.0
Indian,9680,50-59,Female,1,4,0.25,1.0
Indian,6080,50-59,Female,1,4,0.25,1.0
Indian,9714,60-69,Male,1,4,0.25,1.0
Indian,3857,60-69,Male,0,4,0.0,1.0
Indian,3569,60-69,Male,0,4,0.0,1.0
Indian,6199,60-69,Male,1,4,0.25,1.0
Indian,3630,60-69,Male,0,4,0.0,1.0
Indian,8133,60-69,Female,0,4,0.0,1.0
Indian,7169,60-69,Female,0,4,0.0,1.0
Indian,600,60-69,Female,0,4,0.0,1.0
Indian,10518,60-69,Female,0,4,0.0,1.0
Indian,2832,60-69,Female,0,4,0.0,1.0
Indian,8006,70+,Male,1,4,0.25,1.0
Indian,3064,70+,Male,0,4,0.0,1.0
Indian,3116,70+,Male,0,4,0.0,1.0
Indian,6373,70+,Male,1,4,0.25,1.0
Indian,4189,70+,Male,0,4,0.0,1.0
Indian,4618,70+,Female,2,4,0.5,1.0
Indian,1590,70+,Female,2,4,0.5,1.0
Indian,10385,70+,Female,1,4,0.25,1.0
Indian,2148,70+,Female,1,4,0.25,1.0
Indian,10085,70+,Female,2,4,0.5,1.0
Black,10209,0-2,Male,4,4,1.0,1.0
Black,1915,0-2,Male,4,4,1.0,1.0
Black,2059,0-2,Male,4,4,1.0,1.0
Black,10326,0-2,Male,4,4,1.0,1.0
Black,7968,0-2,Male,4,4,1.0,1.0
Black,4187,0-2,Female,0,4,0.0,1.0
Black,9317,0-2,Female,1,4,0.25,1.0
Black,2788,0-2,Female,1,4,0.25,1.0
Black,10711,0-2,Female,2,4,0.5,1.0
Black,3312,0-2,Female,0,4,0.0,1.0
Black,3370,3-9,Male,2,4,0.5,1.0
Black,9948,3-9,Male,3,4,0.75,1.0
Black,2967,3-9,Male,0,4,0.0,1.0
Black,5421,3-9,Male,1,4,0.25,1.0
Black,6945,3-9,Male,2,4,0.5,1.0
Black,9589,3-9,Female,0,4,0.0,1.0
Black,9491,3-9,Female,2,4,0.5,1.0
Black,4994,3-9,Female,2,4,0.5,1.0
Black,6395,3-9,Female,0,4,0.0,1.0
Black,7645,3-9,Female,2,4,0.5,1.0
Black,6527,10-19,Male,1,4,0.25,1.0
Black,1586,10-19,Male,0,4,0.0,1.0
Black,3798,10-19,Male,1,4,0.25,1.0
Black,3581,10-19,Male,0,4,0.0,1.0
Black,857,10-19,Male,0,4,0.0,1.0
Black,3009,10-19,Female,1,4,0.25,1.0
Black,166,10-19,Female,0,4,0.0,1.0
Black,6876,10-19,Female,0,4,0.0,1.0
Black,6177,10-19,Female,1,4,0.25,1.0
Black,1897,10-19,Female,2,4,0.5,1.0
Black,8927,20-29,Male,0,4,0.0,1.0
Black,3046,20-29,Male,0,4,0.0,1.0
Black,121,20-29,Male,0,4,0.0,1.0
Black,895,20-29,Male,0,4,0.0,1.0
Black,10566,20-29,Male,0,4,0.0,1.0
Black,7953,20-29,Female,1,4,0.25,1.0
Black,913,20-29,Female,1,4,0.25,1.0
Black,2958,20-29,Female,0,4,0.0,1.0
Black,1019,20-29,Female,0,4,0.0,1.0
Black,495,20-29,Female,0,4,0.0,1.0
Black,4715,30-39,Male,0,4,0.0,1.0
Black,946,30-39,Male,0,4,0.0,1.0
Black,7424,30-39,Male,0,4,0.0,1.0
Black,3319,30-39,Male,0,4,0.0,1.0
Black,3993,30-39,Male,0,4,0.0,1.0
Black,8535,30-39,Female,1,4,0.25,1.0
Black,3535,30-39,Female,0,4,0.0,1.0
Black,9237,30-39,Female,0,4,0.0,1.0
Black,2366,30-39,Female,0,4,0.0,1.0
Black,9834,30-39,Female,1,4,0.25,1.0
Black,7523,40-49,Male,1,4,0.25,1.0
Black,5501,40-49,Male,1,4,0.25,1.0
Black,2837,40-49,Male,0,4,0.0,1.0
Black,10376,40-49,Male,2,4,0.5,1.0
Black,10461,40-49,Male,0,4,0.0,1.0
Black,7307,40-49,Female,0,4,0.0,1.0
Black,4097,40-49,Female,0,4,0.0,1.0
Black,2095,40-49,Female,1,4,0.25,1.0
Black,7563,40-49,Female,0,4,0.0,1.0
Black,6691,40-49,Female,1,4,0.25,1.0
Black,7494,50-59,Male,0,4,0.0,1.0
Black,7000,50-59,Male,0,4,0.0,1.0
Black,7526,50-59,Male,1,4,0.25,1.0
Black,10707,50-59,Male,0,4,0.0,1.0
Black,425,50-59,Male,1,4,0.25,1.0
Black,10817,50-59,Female,0,4,0.0,1.0
Black,10397,50-59,Female,1,4,0.25,1.0
Black,884,50-59,Female,0,4,0.0,1.0
Black,679,50-59,Female,1,4,0.25,1.0
Black,5313,50-59,Female,0,4,0.0,1.0
Black,3086,60-69,Male,0,4,0.0,1.0
Black,60,60-69,Male,0,4,0.0,1.0
Black,2497,60-69,Male,0,4,0.0,1.0
Black,6739,60-69,Male,0,4,0.0,1.0
Black,8440,60-69,Male,0,4,0.0,1.0
Black,10308,60-69,Female,4,4,1.0,1.0
Black,8106,60-69,Female,1,4,0.25,1.0
Black,616,60-69,Female,2,4,0.5,1.0
Black,7994,60-69,Female,2,4,0.5,1.0
Black,1762,60-69,Female,1,4,0.25,1.0
Black,4142,70+,Male,2,4,0.5,1.0
Black,6830,70+,Male,1,4,0.25,1.0
Black,2740,70+,Male,1,4,0.25,1.0
Black,594,70+,Male,0,4,0.0,1.0
Black,7141,70+,Male,2,4,0.5,1.0
Black,9264,70+,Female,0,4,0.0,1.0
Black,5385,70+,Female,3,4,0.75,1.0
Black,1465,70+,Female,2,4,0.5,1.0
Black,482,70+,Female,2,4,0.5,1.0
Black,8138,70+,Female,3,4,0.75,1.0
White,10855,0-2,Male,3,4,0.75,1.0
White,44,0-2,Male,3,4,0.75,1.0
White,794,0-2,Male,4,4,1.0,1.0
White,10651,0-2,Male,2,4,0.5,1.0
White,2851,0-2,Male,4,4,1.0,1.0
White,2334,0-2,Female,3,4,0.75,1.0
White,6617,0-2,Female,3,4,0.75,1.0
White,3392,0-2,Female,3,4,0.75,1.0
White,8176,0-2,Female,0,4,0.0,1.0
White,2103,0-2,Female,3,4,0.75,1.0
White,6543,3-9,Male,1,4,0.25,1.0
White,1016,3-9,Male,1,4,0.25,1.0
White,3050,3-9,Male,0,4,0.0,1.0
White,6330,3-9,Male,0,4,0.0,1.0
White,476,3-9,Male,0,4,0.0,1.0
White,4904,3-9,Female,0,4,0.0,1.0
White,3444,3-9,Female,0,4,0.0,1.0
White,6349,3-9,Female,0,4,0.0,1.0
White,3901,3-9,Female,0,4,0.0,1.0
White,5779,3-9,Female,0,4,0.0,1.0
White,10239,10-19,Male,0,4,0.0,1.0
White,8837,10-19,Male,0,4,0.0,1.0
White,2460,10-19,Male,0,4,0.0,1.0
White,3066,10-19,Male,0,4,0.0,1.0
White,5439,10-19,Male,0,4,0.0,1.0
White,2885,10-19,Female,0,4,0.0,1.0
White,659,10-19,Female,0,4,0.0,1.0
White,9463,10-19,Female,0,4,0.0,1.0
White,8672,10-19,Female,0,4,0.0,1.0
White,5446,10-19,Female,0,4,0.0,1.0
White,1419,20-29,Male,0,4,0.0,1.0
White,1324,20-29,Male,0,4,0.0,1.0
White,9437,20-29,Male,0,4,0.0,1.0
White,9927,20-29,Male,0,4,0.0,1.0
White,10506,20-29,Male,0,4,0.0,1.0
White,2323,20-29,Female,0,4,0.0,1.0
White,967,20-29,Female,0,4,0.0,1.0
White,7836,20-29,Female,0,4,0.0,1.0
White,1258,20-29,Female,0,4,0.0,1.0
White,2924,20-29,Female,0,4,0.0,1.0
White,1388,30-39,Male,0,4,0.0,1.0
White,1385,30-39,Male,0,4,0.0,1.0
White,4794,30-39,Male,0,4,0.0,1.0
White,8349,30-39,Male,0,4,0.0,1.0
White,2517,30-39,Male,0,4,0.0,1.0
White,7400,30-39,Female,0,4,0.0,1.0
White,2947,30-39,Female,0,4,0.0,1.0
White,7533,30-39,Female,0,4,0.0,1.0
White,7685,30-39,Female,0,4,0.0,1.0
White,626,30-39,Female,0,4,0.0,1.0
White,9724,40-49,Male,0,4,0.0,1.0
White,1434,40-49,Male,0,4,0.0,1.0
White,6825,40-49,Male,0,4,0.0,1.0
White,10856,40-49,Male,0,4,0.0,1.0
White,9290,40-49,Male,0,4,0.0,1.0
White,9089,40-49,Female,1,4,0.25,1.0
White,8480,40-49,Female,0,4,0.0,1.0
White,6099,40-49,Female,0,4,0.0,1.0
White,4889,40-49,Female,1,4,0.25,1.0
White,3817,40-49,Female,0,4,0.0,1.0
White,6820,50-59,Male,0,4,0.0,1.0
White,5216,50-59,Male,0,4,0.0,1.0
White,6008,50-59,Male,0,4,0.0,1.0
White,8727,50-59,Male,0,4,0.0,1.0
White,2907,50-59,Male,0,4,0.0,1.0
White,5712,50-59,Female,0,4,0.0,1.0
White,9366,50-59,Female,0,4,0.0,1.0
White,5974,50-59,Female,0,4,0.0,1.0
White,1259,50-59,Female,0,4,0.0,1.0
White,322,50-59,Female,0,4,0.0,1.0
White,5695,60-69,Male,0,4,0.0,1.0
White,8046,60-69,Male,0,4,0.0,1.0
White,6927,60-69,Male,0,4,0.0,1.0
White,1646,60-69,Male,0,4,0.0,1.0
White,1575,60-69,Male,0,4,0.0,1.0
White,10443,60-69,Female,0,4,0.0,1.0
White,4165,60-69,Female,0,4,0.0,1.0
White,10010,60-69,Female,0,4,0.0,1.0
White,5436,60-69,Female,0,4,0.0,1.0
White,2601,60-69,Female,0,4,0.0,1.0
White,9010,70+,Male,0,4,0.0,1.0
White,5556,70+,Male,0,4,0.0,1.0
White,1866,70+,Male,0,4,0.0,1.0
White,3932,70+,Male,0,4,0.0,1.0
White,8980,70+,Male,0,4,0.0,1.0
White,4099,70+,Female,0,4,0.0,1.0
White,3262,70+,Female,0,4,0.0,1.0
White,5448,70+,Female,0,4,0.0,1.0
White,10923,70+,Female,0,4,0.0,1.0
White,7092,70+,Female,0,4,0.0,1.0
Middle_Eastern,163,0-2,Male,4,4,1.0,1.0
Middle_Eastern,5568,0-2,Male,4,4,1.0,1.0
Middle_Eastern,3295,0-2,Male,4,4,1.0,1.0
Middle_Eastern,543,0-2,Male,4,4,1.0,1.0
Middle_Eastern,10615,0-2,Male,4,4,1.0,1.0
Middle_Eastern,2022,0-2,Female,1,1,1.0,1.0
Middle_Eastern,6107,0-2,Female,1,1,1.0,1.0
Middle_Eastern,3864,3-9,Male,1,4,0.25,1.0
Middle_Eastern,5906,3-9,Male,0,4,0.0,1.0
Middle_Eastern,3538,3-9,Male,0,4,0.0,1.0
Middle_Eastern,2855,3-9,Male,0,4,0.0,1.0
Middle_Eastern,3994,3-9,Male,1,4,0.25,1.0
Middle_Eastern,4838,3-9,Female,0,4,0.0,1.0
Middle_Eastern,4845,3-9,Female,0,4,0.0,1.0
Middle_Eastern,9368,3-9,Female,0,4,0.0,1.0
Middle_Eastern,3888,3-9,Female,0,4,0.0,1.0
Middle_Eastern,10341,3-9,Female,0,4,0.0,1.0
Middle_Eastern,5192,10-19,Male,2,4,0.5,1.0
Middle_Eastern,2928,10-19,Male,1,4,0.25,1.0
Middle_Eastern,10038,10-19,Male,0,4,0.0,1.0
Middle_Eastern,9638,10-19,Male,1,4,0.25,1.0
Middle_Eastern,3815,10-19,Male,0,4,0.0,1.0
Middle_Eastern,9349,10-19,Female,0,4,0.0,1.0
Middle_Eastern,9104,10-19,Female,1,4,0.25,1.0
Middle_Eastern,3520,10-19,Female,0,4,0.0,1.0
Middle_Eastern,638,10-19,Female,1,4,0.25,1.0
Middle_Eastern,989,10-19,Female,0,4,0.0,1.0
Middle_Eastern,10478,20-29,Male,0,4,0.0,1.0
Middle_Eastern,7771,20-29,Male,0,4,0.0,1.0
Middle_Eastern,5726,20-29,Male,0,4,0.0,1.0
Middle_Eastern,700,20-29,Male,0,4,0.0,1.0
Middle_Eastern,278,20-29,Male,0,4,0.0,1.0
Middle_Eastern,6226,20-29,Female,0,4,0.0,1.0
Middle_Eastern,2771,20-29,Female,0,4,0.0,1.0
Middle_Eastern,5167,20-29,Female,0,4,0.0,1.0
Middle_Eastern,3489,20-29,Female,0,4,0.0,1.0
Middle_Eastern,8523,20-29,Female,0,4,0.0,1.0
Middle_Eastern,6682,30-39,Male,0,4,0.0,1.0
Middle_Eastern,8372,30-39,Male,0,4,0.0,1.0
Middle_Eastern,4980,30-39,Male,1,4,0.25,1.0
Middle_Eastern,6805,30-39,Male,0,4,0.0,1.0
Middle_Eastern,159,30-39,Male,1,4,0.25,1.0
Middle_Eastern,2850,30-39,Female,0,4,0.0,1.0
Middle_Eastern,1492,30-39,Female,0,4,0.0,1.0
Middle_Eastern,3650,30-39,Female,0,4,0.0,1.0
Middle_Eastern,10543,30-39,Female,0,4,0.0,1.0
Middle_Eastern,793,30-39,Female,0,4,0.0,1.0
Middle_Eastern,7288,40-49,Male,0,4,0.0,1.0
Middle_Eastern,10696,40-49,Male,0,4,0.0,1.0
Middle_Eastern,10092,40-49,Male,0,4,0.0,1.0
Middle_Eastern,3694,40-49,Male,0,4,0.0,1.0
Middle_Eastern,8225,40-49,Male,0,4,0.0,1.0
Middle_Eastern,790,40-49,Female,0,4,0.0,1.0
Middle_Eastern,256,40-49,Female,1,4,0.25,1.0
Middle_Eastern,2991,40-49,Female,1,4,0.25,1.0
Middle_Eastern,5316,40-49,Female,0,4,0.0,1.0
Middle_Eastern,4434,40-49,Female,0,4,0.0,1.0
Middle_Eastern,3005,50-59,Male,0,4,0.0,1.0
Middle_Eastern,3341,50-59,Male,0,4,0.0,1.0
Middle_Eastern,1295,50-59,Male,0,4,0.0,1.0
Middle_Eastern,5722,50-59,Male,0,4,0.0,1.0
Middle_Eastern,9524,50-59,Male,0,4,0.0,1.0
Middle_Eastern,6002,50-59,Female,0,4,0.0,1.0
Middle_Eastern,8177,50-59,Female,0,4,0.0,1.0
Middle_Eastern,1690,50-59,Female,0,4,0.0,1.0
Middle_Eastern,3432,50-59,Female,0,4,0.0,1.0
Middle_Eastern,2915,50-59,Female,0,4,0.0,1.0
Middle_Eastern,2296,60-69,Male,1,4,0.25,1.0
Middle_Eastern,5813,60-69,Male,0,4,0.0,1.0
Middle_Eastern,192,60-69,Male,0,4,0.0,1.0
Middle_Eastern,10879,60-69,Male,0,4,0.0,1.0
Middle_Eastern,5018,60-69,Male,1,4,0.25,1.0
Middle_Eastern,5158,60-69,Female,1,4,0.25,1.0
Middle_Eastern,4081,60-69,Female,0,4,0.0,1.0
Middle_Eastern,2335,60-69,Female,0,4,0.0,1.0
Middle_Eastern,3415,60-69,Female,1,4,0.25,1.0
Middle_Eastern,371,60-69,Female,0,4,0.0,1.0
Middle_Eastern,666,70+,Male,0,4,0.0,1.0
Middle_Eastern,6708,70+,Male,0,4,0.0,1.0
Middle_Eastern,70,70+,Male,1,4,0.25,1.0
Middle_Eastern,8402,70+,Male,0,4,0.0,1.0
Middle_Eastern,2360,70+,Male,1,4,0.25,1.0
Middle_Eastern,5300,70+,Female,0,4,0.0,1.0
Middle_Eastern,4048,70+,Female,0,4,0.0,1.0
Middle_Eastern,10788,70+,Female,1,4,0.25,1.0
Middle_Eastern,4124,70+,Female,1,4,0.25,1.0
Middle_Eastern,6043,70+,Female,0,4,0.0,1.0
Latino_Hispanic,6786,0-2,Male,4,4,1.0,1.0
Latino_Hispanic,10358,0-2,Male,3,4,0.75,1.0
Latino_Hispanic,1035,0-2,Male,3,4,0.75,1.0
Latino_Hispanic,8315,0-2,Male,1,4,0.25,1.0
Latino_Hispanic,4258,0-2,Male,3,4,0.75,1.0
Latino_Hispanic,9658,0-2,Female,1,4,0.25,1.0
Latino_Hispanic,6807,0-2,Female,2,4,0.5,1.0
Latino_Hispanic,2763,0-2,Female,0,4,0.0,1.0
Latino_Hispanic,2378,0-2,Female,1,4,0.25,1.0
Latino_Hispanic,10891,0-2,Female,0,4,0.0,1.0
Latino_Hispanic,6075,3-9,Male,0,4,0.0,1.0
Latino_Hispanic,9632,3-9,Male,1,4,0.25,1.0
Latino_Hispanic,7537,3-9,Male,0,4,0.0,1.0
Latino_Hispanic,9913,3-9,Male,0,4,0.0,1.0
Latino_Hispanic,5239,3-9,Male,1,4,0.25,1.0
Latino_Hispanic,324,3-9,Female,0,4,0.0,1.0
Latino_Hispanic,1906,3-9,Female,2,4,0.5,1.0
Latino_Hispanic,4259,3-9,Female,1,4,0.25,1.0
Latino_Hispanic,3108,3-9,Female,1,4,0.25,1.0
Latino_Hispanic,8187,3-9,Female,0,4,0.0,1.0
Latino_Hispanic,3890,10-19,Male,0,4,0.0,1.0
Latino_Hispanic,924,10-19,Male,0,4,0.0,1.0
Latino_Hispanic,1647,10-19,Male,0,4,0.0,1.0
Latino_Hispanic,8786,10-19,Male,0,4,0.0,1.0
Latino_Hispanic,6392,10-19,Male,0,4,0.0,1.0
Latino_Hispanic,3989,10-19,Female,0,4,0.0,1.0
Latino_Hispanic,8697,10-19,Female,0,4,0.0,1.0
Latino_Hispanic,9136,10-19,Female,0,4,0.0,1.0
Latino_Hispanic,3746,10-19,Female,0,4,0.0,1.0
Latino_Hispanic,5183,10-19,Female,0,4,0.0,1.0
Latino_Hispanic,9110,20-29,Male,0,4,0.0,1.0
Latino_Hispanic,7344,20-29,Male,0,4,0.0,1.0
Latino_Hispanic,2020,20-29,Male,0,4,0.0,1.0
Latino_Hispanic,5845,20-29,Male,0,4,0.0,1.0
Latino_Hispanic,8390,20-29,Male,0,4,0.0,1.0
Latino_Hispanic,1676,20-29,Female,0,4,0.0,1.0
Latino_Hispanic,2492,20-29,Female,0,4,0.0,1.0
Latino_Hispanic,544,20-29,Female,0,4,0.0,1.0
Latino_Hispanic,7302,20-29,Female,0,4,0.0,1.0
Latino_Hispanic,4517,20-29,Female,0,4,0.0,1.0
Latino_Hispanic,5,30-39,Male,0,4,0.0,1.0
Latino_Hispanic,8745,30-39,Male,0,4,0.0,1.0
Latino_Hispanic,8842,30-39,Male,0,4,0.0,1.0
Latino_Hispanic,10890,30-39,Male,0,4,0.0,1.0
Latino_Hispanic,3929,30-39,Male,0,4,0.0,1.0
Latino_Hispanic,5594,30-39,Female,0,4,0.0,1.0
Latino_Hispanic,6897,30-39,Female,0,4,0.0,1.0
Latino_Hispanic,1064,30-39,Female,0,4,0.0,1.0
Latino_Hispanic,5078,30-39,Female,0,4,0.0,1.0
Latino_Hispanic,10539,30-39,Female,0,4,0.0,1.0
Latino_Hispanic,7080,40-49,Male,0,4,0.0,1.0
Latino_Hispanic,2186,40-49,Male,0,4,0.0,1.0
Latino_Hispanic,6676,40-49,Male,0,4,0.0,1.0
Latino_Hispanic,10062,40-49,Male,0,4,0.0,1.0
Latino_Hispanic,7047,40-49,Male,0,4,0.0,1.0
Latino_Hispanic,8521,40-49,Female,0,4,0.0,1.0
Latino_Hispanic,4973,40-49,Female,2,4,0.5,1.0
Latino_Hispanic,3767,40-49,Female,0,4,0.0,1.0
Latino_Hispanic,4924,40-49,Female,2,4,0.5,1.0
Latino_Hispanic,8768,40-49,Female,2,4,0.5,1.0
Latino_Hispanic,6570,50-59,Male,0,4,0.0,1.0
Latino_Hispanic,10445,50-59,Male,0,4,0.0,1.0
Latino_Hispanic,3500,50-59,Male,0,4,0.0,1.0
Latino_Hispanic,4767,50-59,Male,0,4,0.0,1.0
